数据集,规范字段名,来源系统,来源接口,来源字段名,来源数据类型,来源单位,转换系数,来源字段说明,备注
balancesheet_quarterly,fixed_assets_disp,tushare_balancesheet,balancesheet,fixed_assets_disp,float,无,1,固定资产清理,资产负债表季度
balancesheet_quarterly,produc_bio_assets,tushare_balancesheet,balancesheet,produc_bio_assets,float,无,1,生产性生物资产,资产负债表季度
balancesheet_quarterly,oil_and_gas_assets,tushare_balancesheet,balancesheet,oil_and_gas_assets,float,无,1,油气资产,资产负债表季度
balancesheet_quarterly,intan_assets,tushare_balancesheet,balancesheet,intan_assets,float,无,1,无形资产,资产负债表季度
balancesheet_quarterly,r_and_d,tushare_balancesheet,balancesheet,r_and_d,float,无,1,研发支出,资产负债表季度
balancesheet_quarterly,goodwill,tushare_balancesheet,balancesheet,goodwill,float,无,1,商誉,资产负债表季度
balancesheet_quarterly,lt_amor_exp,tushare_balancesheet,balancesheet,lt_amor_exp,float,无,1,长期待摊费用,资产负债表季度
balancesheet_quarterly,defer_tax_assets,tushare_balancesheet,balancesheet,defer_tax_assets,float,无,1,递延所得税资产,资产负债表季度
balancesheet_quarterly,decr_in_disbur,tushare_balancesheet,balancesheet,decr_in_disbur,float,无,1,发放贷款及垫款,资产负债表季度
balancesheet_quarterly,oth_nca,tushare_balancesheet,balancesheet,oth_nca,float,无,1,其他非流动资产,资产负债表季度
balancesheet_quarterly,total_nca,tushare_balancesheet,balancesheet,total_nca,float,无,1,非流动资产合计,资产负债表季度
balancesheet_quarterly,cash_reser_cb,tushare_balancesheet,balancesheet,cash_reser_cb,float,无,1,现金及存放中央银行款项,资产负债表季度
balancesheet_quarterly,depos_in_oth_bfi,tushare_balancesheet,balancesheet,depos_in_oth_bfi,float,无,1,存放同业和其它金融机构款项,资产负债表季度
balancesheet_quarterly,prec_metals,tushare_balancesheet,balancesheet,prec_metals,float,无,1,贵金属,资产负债表季度
balancesheet_quarterly,deriv_assets,tushare_balancesheet,balancesheet,deriv_assets,float,无,1,衍生金融资产,资产负债表季度
balancesheet_quarterly,rr_reins_une_prem,tushare_balancesheet,balancesheet,rr_reins_une_prem,float,无,1,应收分保未到期责任准备金,资产负债表季度
balancesheet_quarterly,rr_reins_outstd_cla,tushare_balancesheet,balancesheet,rr_reins_outstd_cla,float,无,1,应收分保未决赔款准备金,资产负债表季度
balancesheet_quarterly,rr_reins_lins_liab,tushare_balancesheet,balancesheet,rr_reins_lins_liab,float,无,1,应收分保寿险责任准备金,资产负债表季度
balancesheet_quarterly,rr_reins_lthins_liab,tushare_balancesheet,balancesheet,rr_reins_lthins_liab,float,无,1,应收分保长期健康险责任准备金,资产负债表季度
balancesheet_quarterly,refund_depos,tushare_balancesheet,balancesheet,refund_depos,float,无,1,存出保证金,资产负债表季度
balancesheet_quarterly,ph_pledge_loans,tushare_balancesheet,balancesheet,ph_pledge_loans,float,无,1,保户质押贷款,资产负债表季度
balancesheet_quarterly,refund_cap_depos,tushare_balancesheet,balancesheet,refund_cap_depos,float,无,1,存出资本保证金,资产负债表季度
balancesheet_quarterly,indep_acct_assets,tushare_balancesheet,balancesheet,indep_acct_assets,float,无,1,独立账户资产,资产负债表季度
balancesheet_quarterly,client_depos,tushare_balancesheet,balancesheet,client_depos,float,无,1,其中：客户资金存款,资产负债表季度
balancesheet_quarterly,client_prov,tushare_balancesheet,balancesheet,client_prov,float,无,1,其中：客户备付金,资产负债表季度
balancesheet_quarterly,transac_seat_fee,tushare_balancesheet,balancesheet,transac_seat_fee,float,无,1,其中:交易席位费,资产负债表季度
balancesheet_quarterly,invest_as_receiv,tushare_balancesheet,balancesheet,invest_as_receiv,float,无,1,应收款项类投资,资产负债表季度
balancesheet_quarterly,total_assets,tushare_balancesheet,balancesheet,total_assets,float,无,1,资产总计,资产负债表季度
balancesheet_quarterly,lt_borr,tushare_balancesheet,balancesheet,lt_borr,float,无,1,长期借款,资产负债表季度
balancesheet_quarterly,st_borr,tushare_balancesheet,balancesheet,st_borr,float,无,1,短期借款,资产负债表季度
balancesheet_quarterly,cb_borr,tushare_balancesheet,balancesheet,cb_borr,float,无,1,向中央银行借款,资产负债表季度
balancesheet_quarterly,depos_ib_deposits,tushare_balancesheet,balancesheet,depos_ib_deposits,float,无,1,吸收存款及同业存放,资产负债表季度
balancesheet_quarterly,loan_oth_bank,tushare_balancesheet,balancesheet,loan_oth_bank,float,无,1,拆入资金,资产负债表季度
balancesheet_quarterly,trading_fl,tushare_balancesheet,balancesheet,trading_fl,float,无,1,交易性金融负债,资产负债表季度
balancesheet_quarterly,notes_payable,tushare_balancesheet,balancesheet,notes_payable,float,无,1,应付票据,资产负债表季度
balancesheet_quarterly,acct_payable,tushare_balancesheet,balancesheet,acct_payable,float,无,1,应付账款,资产负债表季度
balancesheet_quarterly,adv_receipts,tushare_balancesheet,balancesheet,adv_receipts,float,无,1,预收款项,资产负债表季度
balancesheet_quarterly,sold_for_repur_fa,tushare_balancesheet,balancesheet,sold_for_repur_fa,float,无,1,卖出回购金融资产款,资产负债表季度
balancesheet_quarterly,comm_payable,tushare_balancesheet,balancesheet,comm_payable,float,无,1,应付手续费及佣金,资产负债表季度
balancesheet_quarterly,payroll_payable,tushare_balancesheet,balancesheet,payroll_payable,float,无,1,应付职工薪酬,资产负债表季度
balancesheet_quarterly,taxes_payable,tushare_balancesheet,balancesheet,taxes_payable,float,无,1,应交税费,资产负债表季度
balancesheet_quarterly,int_payable,tushare_balancesheet,balancesheet,int_payable,float,无,1,应付利息,资产负债表季度
balancesheet_quarterly,div_payable,tushare_balancesheet,balancesheet,div_payable,float,无,1,应付股利,资产负债表季度
balancesheet_quarterly,oth_payable,tushare_balancesheet,balancesheet,oth_payable,float,无,1,其他应付款,资产负债表季度
balancesheet_quarterly,acc_exp,tushare_balancesheet,balancesheet,acc_exp,float,无,1,预提费用,资产负债表季度
balancesheet_quarterly,deferred_inc,tushare_balancesheet,balancesheet,deferred_inc,float,无,1,递延收益,资产负债表季度
balancesheet_quarterly,st_bonds_payable,tushare_balancesheet,balancesheet,st_bonds_payable,float,无,1,应付短期债券,资产负债表季度
balancesheet_quarterly,payable_to_reinsurer,tushare_balancesheet,balancesheet,payable_to_reinsurer,float,无,1,应付分保账款,资产负债表季度
balancesheet_quarterly,rsrv_insur_cont,tushare_balancesheet,balancesheet,rsrv_insur_cont,float,无,1,保险合同准备金,资产负债表季度
balancesheet_quarterly,acting_trading_sec,tushare_balancesheet,balancesheet,acting_trading_sec,float,无,1,代理买卖证券款,资产负债表季度
balancesheet_quarterly,acting_uw_sec,tushare_balancesheet,balancesheet,acting_uw_sec,float,无,1,代理承销证券款,资产负债表季度
balancesheet_quarterly,non_cur_liab_due_1y,tushare_balancesheet,balancesheet,non_cur_liab_due_1y,float,无,1,一年内到期的非流动负债,资产负债表季度
balancesheet_quarterly,oth_cur_liab,tushare_balancesheet,balancesheet,oth_cur_liab,float,无,1,其他流动负债,资产负债表季度
balancesheet_quarterly,total_cur_liab,tushare_balancesheet,balancesheet,total_cur_liab,float,无,1,流动负债合计,资产负债表季度
balancesheet_quarterly,bond_payable,tushare_balancesheet,balancesheet,bond_payable,float,无,1,应付债券,资产负债表季度
balancesheet_quarterly,lt_payable,tushare_balancesheet,balancesheet,lt_payable,float,无,1,长期应付款,资产负债表季度
balancesheet_quarterly,specific_payables,tushare_balancesheet,balancesheet,specific_payables,float,无,1,专项应付款,资产负债表季度
balancesheet_quarterly,estimated_liab,tushare_balancesheet,balancesheet,estimated_liab,float,无,1,预计负债,资产负债表季度
balancesheet_quarterly,defer_tax_liab,tushare_balancesheet,balancesheet,defer_tax_liab,float,无,1,递延所得税负债,资产负债表季度
balancesheet_quarterly,defer_inc_non_cur_liab,tushare_balancesheet,balancesheet,defer_inc_non_cur_liab,float,无,1,递延收益-非流动负债,资产负债表季度
balancesheet_quarterly,oth_ncl,tushare_balancesheet,balancesheet,oth_ncl,float,无,1,其他非流动负债,资产负债表季度
balancesheet_quarterly,total_ncl,tushare_balancesheet,balancesheet,total_ncl,float,无,1,非流动负债合计,资产负债表季度
balancesheet_quarterly,depos_oth_bfi,tushare_balancesheet,balancesheet,depos_oth_bfi,float,无,1,同业和其它金融机构存放款项,资产负债表季度
balancesheet_quarterly,deriv_liab,tushare_balancesheet,balancesheet,deriv_liab,float,无,1,衍生金融负债,资产负债表季度
balancesheet_quarterly,depos,tushare_balancesheet,balancesheet,depos,float,无,1,吸收存款,资产负债表季度
balancesheet_quarterly,agency_bus_liab,tushare_balancesheet,balancesheet,agency_bus_liab,float,无,1,代理业务负债,资产负债表季度
balancesheet_quarterly,oth_liab,tushare_balancesheet,balancesheet,oth_liab,float,无,1,其他负债,资产负债表季度
balancesheet_quarterly,prem_receiv_adva,tushare_balancesheet,balancesheet,prem_receiv_adva,float,无,1,预收保费,资产负债表季度
balancesheet_quarterly,depos_received,tushare_balancesheet,balancesheet,depos_received,float,无,1,存入保证金,资产负债表季度
balancesheet_quarterly,ph_invest,tushare_balancesheet,balancesheet,ph_invest,float,无,1,保户储金及投资款,资产负债表季度
balancesheet_quarterly,reser_une_prem,tushare_balancesheet,balancesheet,reser_une_prem,float,无,1,未到期责任准备金,资产负债表季度
balancesheet_quarterly,reser_outstd_claims,tushare_balancesheet,balancesheet,reser_outstd_claims,float,无,1,未决赔款准备金,资产负债表季度
balancesheet_quarterly,reser_lins_liab,tushare_balancesheet,balancesheet,reser_lins_liab,float,无,1,寿险责任准备金,资产负债表季度
balancesheet_quarterly,reser_lthins_liab,tushare_balancesheet,balancesheet,reser_lthins_liab,float,无,1,长期健康险责任准备金,资产负债表季度
balancesheet_quarterly,indept_acc_liab,tushare_balancesheet,balancesheet,indept_acc_liab,float,无,1,独立账户负债,资产负债表季度
balancesheet_quarterly,pledge_borr,tushare_balancesheet,balancesheet,pledge_borr,float,无,1,其中:质押借款,资产负债表季度
balancesheet_quarterly,indem_payable,tushare_balancesheet,balancesheet,indem_payable,float,无,1,应付赔付款,资产负债表季度
balancesheet_quarterly,policy_div_payable,tushare_balancesheet,balancesheet,policy_div_payable,float,无,1,应付保单红利,资产负债表季度
balancesheet_quarterly,total_liab,tushare_balancesheet,balancesheet,total_liab,float,无,1,负债合计,资产负债表季度
balancesheet_quarterly,treasury_share,tushare_balancesheet,balancesheet,treasury_share,float,无,1,减:库存股,资产负债表季度
balancesheet_quarterly,ordin_risk_reser,tushare_balancesheet,balancesheet,ordin_risk_reser,float,无,1,一般风险准备,资产负债表季度
balancesheet_quarterly,forex_differ,tushare_balancesheet,balancesheet,forex_differ,float,无,1,外币报表折算差额,资产负债表季度
balancesheet_quarterly,invest_loss_unconf,tushare_balancesheet,balancesheet,invest_loss_unconf,float,无,1,未确认的投资损失,资产负债表季度
balancesheet_quarterly,minority_int,tushare_balancesheet,balancesheet,minority_int,float,无,1,少数股东权益,资产负债表季度
balancesheet_quarterly,total_hldr_eqy_exc_min_int,tushare_balancesheet,balancesheet,total_hldr_eqy_exc_min_int,float,无,1,股东权益合计(不含少数股东权益),资产负债表季度
balancesheet_quarterly,total_hldr_eqy_inc_min_int,tushare_balancesheet,balancesheet,total_hldr_eqy_inc_min_int,float,无,1,股东权益合计(含少数股东权益),资产负债表季度
balancesheet_quarterly,total_liab_hldr_eqy,tushare_balancesheet,balancesheet,total_liab_hldr_eqy,float,无,1,负债及股东权益总计,资产负债表季度
balancesheet_quarterly,lt_payroll_payable,tushare_balancesheet,balancesheet,lt_payroll_payable,float,无,1,长期应付职工薪酬,资产负债表季度
balancesheet_quarterly,oth_comp_income,tushare_balancesheet,balancesheet,oth_comp_income,float,无,1,其他综合收益,资产负债表季度
balancesheet_quarterly,oth_eqt_tools,tushare_balancesheet,balancesheet,oth_eqt_tools,float,无,1,其他权益工具,资产负债表季度
balancesheet_quarterly,oth_eqt_tools_p_shr,tushare_balancesheet,balancesheet,oth_eqt_tools_p_shr,float,无,1,其他权益工具(优先股),资产负债表季度
balancesheet_quarterly,lending_funds,tushare_balancesheet,balancesheet,lending_funds,float,无,1,融出资金,资产负债表季度
balancesheet_quarterly,acc_receivable,tushare_balancesheet,balancesheet,acc_receivable,float,无,1,应收款项,资产负债表季度
balancesheet_quarterly,st_fin_payable,tushare_balancesheet,balancesheet,st_fin_payable,float,无,1,应付短期融资款,资产负债表季度
balancesheet_quarterly,payables,tushare_balancesheet,balancesheet,payables,float,无,1,应付款项,资产负债表季度
balancesheet_quarterly,hfs_assets,tushare_balancesheet,balancesheet,hfs_assets,float,无,1,持有待售的资产,资产负债表季度
balancesheet_quarterly,hfs_sales,tushare_balancesheet,balancesheet,hfs_sales,float,无,1,持有待售的负债,资产负债表季度
balancesheet_quarterly,cost_fin_assets,tushare_balancesheet,balancesheet,cost_fin_assets,float,无,1,以摊余成本计量的金融资产,资产负债表季度
balancesheet_quarterly,fair_value_fin_assets,tushare_balancesheet,balancesheet,fair_value_fin_assets,float,无,1,以公允价值计量且其变动计入其他综合收益的金融资产,资产负债表季度
balancesheet_quarterly,cip_total,tushare_balancesheet,balancesheet,cip_total,float,元,1,在建工程(合计)(元),资产负债表季度
balancesheet_quarterly,oth_pay_total,tushare_balancesheet,balancesheet,oth_pay_total,float,元,1,其他应付款(合计)(元),资产负债表季度
balancesheet_quarterly,long_pay_total,tushare_balancesheet,balancesheet,long_pay_total,float,元,1,长期应付款(合计)(元),资产负债表季度
balancesheet_quarterly,debt_invest,tushare_balancesheet,balancesheet,debt_invest,float,元,1,债权投资(元),资产负债表季度
balancesheet_quarterly,oth_debt_invest,tushare_balancesheet,balancesheet,oth_debt_invest,float,元,1,其他债权投资(元),资产负债表季度
balancesheet_quarterly,oth_eq_invest,tushare_balancesheet,balancesheet,oth_eq_invest,float,元,1,其他权益工具投资(元),资产负债表季度
balancesheet_quarterly,oth_illiq_fin_assets,tushare_balancesheet,balancesheet,oth_illiq_fin_assets,float,元,1,其他非流动金融资产(元),资产负债表季度
balancesheet_quarterly,oth_eq_ppbond,tushare_balancesheet,balancesheet,oth_eq_ppbond,float,元,1,其他权益工具:永续债(元),资产负债表季度
balancesheet_quarterly,receiv_financing,tushare_balancesheet,balancesheet,receiv_financing,float,无,1,应收款项融资,资产负债表季度
balancesheet_quarterly,use_right_assets,tushare_balancesheet,balancesheet,use_right_assets,float,无,1,使用权资产,资产负债表季度
balancesheet_quarterly,lease_liab,tushare_balancesheet,balancesheet,lease_liab,float,无,1,租赁负债,资产负债表季度
balancesheet_quarterly,contract_assets,tushare_balancesheet,balancesheet,contract_assets,float,无,1,合同资产,资产负债表季度
balancesheet_quarterly,contract_liab,tushare_balancesheet,balancesheet,contract_liab,float,无,1,合同负债,资产负债表季度
balancesheet_quarterly,accounts_receiv_bill,tushare_balancesheet,balancesheet,accounts_receiv_bill,float,无,1,应收票据及应收账款,资产负债表季度
balancesheet_quarterly,accounts_pay,tushare_balancesheet,balancesheet,accounts_pay,float,无,1,应付票据及应付账款,资产负债表季度
balancesheet_quarterly,oth_rcv_total,tushare_balancesheet,balancesheet,oth_rcv_total,float,元,1,其他应收款(合计)（元）,资产负债表季度
balancesheet_quarterly,fix_assets_total,tushare_balancesheet,balancesheet,fix_assets_total,float,元,1,固定资产(合计)(元),资产负债表季度
balancesheet_quarterly,update_flag,tushare_balancesheet,balancesheet,update_flag,str,无,1,更新标识,资产负债表季度
cashflow_quarterly,ts_code,tushare_cashflow,cashflow,ts_code,str,无,1,TS股票代码,现金流量表季度
cashflow_quarterly,ann_date,tushare_cashflow,cashflow,ann_date,str,无,1,公告日期,现金流量表季度
cashflow_quarterly,f_ann_date,tushare_cashflow,cashflow,f_ann_date,str,无,1,实际公告日期,现金流量表季度
cashflow_quarterly,end_date,tushare_cashflow,cashflow,end_date,str,无,1,报告期,现金流量表季度
cashflow_quarterly,comp_type,tushare_cashflow,cashflow,comp_type,str,无,1,公司类型(1一般工商业2银行3保险4证券),现金流量表季度
cashflow_quarterly,report_type,tushare_cashflow,cashflow,report_type,str,无,1,报表类型,现金流量表季度
cashflow_quarterly,end_type,tushare_cashflow,cashflow,end_type,str,无,1,报告期类型,现金流量表季度
cashflow_quarterly,net_profit,tushare_cashflow,cashflow,net_profit,float,无,1,净利润,现金流量表季度
cashflow_quarterly,finan_exp,tushare_cashflow,cashflow,finan_exp,float,无,1,财务费用,现金流量表季度
cashflow_quarterly,c_fr_sale_sg,tushare_cashflow,cashflow,c_fr_sale_sg,float,无,1,销售商品、提供劳务收到的现金,现金流量表季度
cashflow_quarterly,recp_tax_rends,tushare_cashflow,cashflow,recp_tax_rends,float,无,1,收到的税费返还,现金流量表季度
cashflow_quarterly,n_depos_incr_fi,tushare_cashflow,cashflow,n_depos_incr_fi,float,无,1,客户存款和同业存放款项净增加额,现金流量表季度
cashflow_quarterly,n_incr_loans_cb,tushare_cashflow,cashflow,n_incr_loans_cb,float,无,1,向中央银行借款净增加额,现金流量表季度
cashflow_quarterly,n_inc_borr_oth_fi,tushare_cashflow,cashflow,n_inc_borr_oth_fi,float,无,1,向其他金融机构拆入资金净增加额,现金流量表季度
cashflow_quarterly,prem_fr_orig_contr,tushare_cashflow,cashflow,prem_fr_orig_contr,float,无,1,收到原保险合同保费取得的现金,现金流量表季度
cashflow_quarterly,n_incr_insured_dep,tushare_cashflow,cashflow,n_incr_insured_dep,float,无,1,保户储金净增加额,现金流量表季度
cashflow_quarterly,n_reinsur_prem,tushare_cashflow,cashflow,n_reinsur_prem,float,无,1,收到再保业务现金净额,现金流量表季度
cashflow_quarterly,n_incr_disp_tfa,tushare_cashflow,cashflow,n_incr_disp_tfa,float,无,1,处置交易性金融资产净增加额,现金流量表季度
cashflow_quarterly,ifc_cash_incr,tushare_cashflow,cashflow,ifc_cash_incr,float,无,1,收取利息和手续费净增加额,现金流量表季度
cashflow_quarterly,n_incr_disp_faas,tushare_cashflow,cashflow,n_incr_disp_faas,float,无,1,处置可供出售金融资产净增加额,现金流量表季度
cashflow_quarterly,n_incr_loans_oth_bank,tushare_cashflow,cashflow,n_incr_loans_oth_bank,float,无,1,拆入资金净增加额,现金流量表季度
cashflow_quarterly,n_cap_incr_repur,tushare_cashflow,cashflow,n_cap_incr_repur,float,无,1,回购业务资金净增加额,现金流量表季度
cashflow_quarterly,c_fr_oth_operate_a,tushare_cashflow,cashflow,c_fr_oth_operate_a,float,无,1,收到其他与经营活动有关的现金,现金流量表季度
cashflow_quarterly,c_inf_fr_operate_a,tushare_cashflow,cashflow,c_inf_fr_operate_a,float,无,1,经营活动现金流入小计,现金流量表季度
cashflow_quarterly,c_paid_goods_s,tushare_cashflow,cashflow,c_paid_goods_s,float,无,1,购买商品、接受劳务支付的现金,现金流量表季度
cashflow_quarterly,c_paid_to_for_empl,tushare_cashflow,cashflow,c_paid_to_for_empl,float,无,1,支付给职工以及为职工支付的现金,现金流量表季度
cashflow_quarterly,c_paid_for_taxes,tushare_cashflow,cashflow,c_paid_for_taxes,float,无,1,支付的各项税费,现金流量表季度
cashflow_quarterly,n_incr_clt_loan_adv,tushare_cashflow,cashflow,n_incr_clt_loan_adv,float,无,1,客户贷款及垫款净增加额,现金流量表季度
cashflow_quarterly,n_incr_dep_cbob,tushare_cashflow,cashflow,n_incr_dep_cbob,float,无,1,存放央行和同业款项净增加额,现金流量表季度
cashflow_quarterly,c_pay_claims_orig_inco,tushare_cashflow,cashflow,c_pay_claims_orig_inco,float,无,1,支付原保险合同赔付款项的现金,现金流量表季度
cashflow_quarterly,pay_handling_chrg,tushare_cashflow,cashflow,pay_handling_chrg,float,无,1,支付手续费的现金,现金流量表季度
cashflow_quarterly,pay_comm_insur_plcy,tushare_cashflow,cashflow,pay_comm_insur_plcy,float,无,1,支付保单红利的现金,现金流量表季度
cashflow_quarterly,oth_cash_pay_oper_act,tushare_cashflow,cashflow,oth_cash_pay_oper_act,float,无,1,支付其他与经营活动有关的现金,现金流量表季度
cashflow_quarterly,st_cash_out_act,tushare_cashflow,cashflow,st_cash_out_act,float,无,1,经营活动现金流出小计,现金流量表季度
cashflow_quarterly,n_cashflow_act,tushare_cashflow,cashflow,n_cashflow_act,float,无,1,经营活动产生的现金流量净额,现金流量表季度
cashflow_quarterly,oth_recp_ral_inv_act,tushare_cashflow,cashflow,oth_recp_ral_inv_act,float,无,1,收到其他与投资活动有关的现金,现金流量表季度
cashflow_quarterly,c_disp_withdrwl_invest,tushare_cashflow,cashflow,c_disp_withdrwl_invest,float,无,1,收回投资收到的现金,现金流量表季度
cashflow_quarterly,c_recp_return_invest,tushare_cashflow,cashflow,c_recp_return_invest,float,无,1,取得投资收益收到的现金,现金流量表季度
cashflow_quarterly,n_recp_disp_fiolta,tushare_cashflow,cashflow,n_recp_disp_fiolta,float,无,1,处置固定资产、无形资产和其他长期资产收回的现金净额,现金流量表季度
cashflow_quarterly,n_recp_disp_sobu,tushare_cashflow,cashflow,n_recp_disp_sobu,float,无,1,处置子公司及其他营业单位收到的现金净额,现金流量表季度
cashflow_quarterly,stot_inflows_inv_act,tushare_cashflow,cashflow,stot_inflows_inv_act,float,无,1,投资活动现金流入小计,现金流量表季度
cashflow_quarterly,c_pay_acq_const_fiolta,tushare_cashflow,cashflow,c_pay_acq_const_fiolta,float,无,1,购建固定资产、无形资产和其他长期资产支付的现金,现金流量表季度
cashflow_quarterly,c_paid_invest,tushare_cashflow,cashflow,c_paid_invest,float,无,1,投资支付的现金,现金流量表季度
cashflow_quarterly,n_disp_subs_oth_biz,tushare_cashflow,cashflow,n_disp_subs_oth_biz,float,无,1,取得子公司及其他营业单位支付的现金净额,现金流量表季度
cashflow_quarterly,oth_pay_ral_inv_act,tushare_cashflow,cashflow,oth_pay_ral_inv_act,float,无,1,支付其他与投资活动有关的现金,现金流量表季度
cashflow_quarterly,n_incr_pledge_loan,tushare_cashflow,cashflow,n_incr_pledge_loan,float,无,1,质押贷款净增加额,现金流量表季度
cashflow_quarterly,stot_out_inv_act,tushare_cashflow,cashflow,stot_out_inv_act,float,无,1,投资活动现金流出小计,现金流量表季度
cashflow_quarterly,n_cashflow_inv_act,tushare_cashflow,cashflow,n_cashflow_inv_act,float,无,1,投资活动产生的现金流量净额,现金流量表季度
cashflow_quarterly,c_recp_borrow,tushare_cashflow,cashflow,c_recp_borrow,float,无,1,取得借款收到的现金,现金流量表季度
cashflow_quarterly,proc_issue_bonds,tushare_cashflow,cashflow,proc_issue_bonds,float,无,1,发行债券收到的现金,现金流量表季度
cashflow_quarterly,oth_cash_recp_ral_fnc_act,tushare_cashflow,cashflow,oth_cash_recp_ral_fnc_act,float,无,1,收到其他与筹资活动有关的现金,现金流量表季度
cashflow_quarterly,stot_cash_in_fnc_act,tushare_cashflow,cashflow,stot_cash_in_fnc_act,float,无,1,筹资活动现金流入小计,现金流量表季度
cashflow_quarterly,free_cashflow,tushare_cashflow,cashflow,free_cashflow,float,无,1,企业自由现金流量,现金流量表季度
cashflow_quarterly,c_prepay_amt_borr,tushare_cashflow,cashflow,c_prepay_amt_borr,float,无,1,偿还债务支付的现金,现金流量表季度
cashflow_quarterly,c_pay_dist_dpcp_int_exp,tushare_cashflow,cashflow,c_pay_dist_dpcp_int_exp,float,无,1,分配股利、利润或偿付利息支付的现金,现金流量表季度
cashflow_quarterly,incl_dvd_profit_paid_sc_ms,tushare_cashflow,cashflow,incl_dvd_profit_paid_sc_ms,float,无,1,其中:子公司支付给少数股东的股利、利润,现金流量表季度
cashflow_quarterly,oth_cashpay_ral_fnc_act,tushare_cashflow,cashflow,oth_cashpay_ral_fnc_act,float,无,1,支付其他与筹资活动有关的现金,现金流量表季度
cashflow_quarterly,stot_cashout_fnc_act,tushare_cashflow,cashflow,stot_cashout_fnc_act,float,无,1,筹资活动现金流出小计,现金流量表季度
cashflow_quarterly,n_cash_flows_fnc_act,tushare_cashflow,cashflow,n_cash_flows_fnc_act,float,无,1,筹资活动产生的现金流量净额,现金流量表季度
cashflow_quarterly,eff_fx_flu_cash,tushare_cashflow,cashflow,eff_fx_flu_cash,float,无,1,汇率变动对现金的影响,现金流量表季度
cashflow_quarterly,n_incr_cash_cash_equ,tushare_cashflow,cashflow,n_incr_cash_cash_equ,float,无,1,现金及现金等价物净增加额,现金流量表季度
cashflow_quarterly,c_cash_equ_beg_period,tushare_cashflow,cashflow,c_cash_equ_beg_period,float,无,1,期初现金及现金等价物余额,现金流量表季度
cashflow_quarterly,c_cash_equ_end_period,tushare_cashflow,cashflow,c_cash_equ_end_period,float,无,1,期末现金及现金等价物余额,现金流量表季度
cashflow_quarterly,c_recp_cap_contrib,tushare_cashflow,cashflow,c_recp_cap_contrib,float,无,1,吸收投资收到的现金,现金流量表季度
cashflow_quarterly,incl_cash_rec_saims,tushare_cashflow,cashflow,incl_cash_rec_saims,float,无,1,其中:子公司吸收少数股东投资收到的现金,现金流量表季度
cashflow_quarterly,uncon_invest_loss,tushare_cashflow,cashflow,uncon_invest_loss,float,无,1,未确认投资损失,现金流量表季度
cashflow_quarterly,prov_depr_assets,tushare_cashflow,cashflow,prov_depr_assets,float,无,1,加:资产减值准备,现金流量表季度
cashflow_quarterly,depr_fa_coga_dpba,tushare_cashflow,cashflow,depr_fa_coga_dpba,float,无,1,固定资产折旧、油气资产折耗、生产性生物资产折旧,现金流量表季度
cashflow_quarterly,amort_intang_assets,tushare_cashflow,cashflow,amort_intang_assets,float,无,1,无形资产摊销,现金流量表季度
cashflow_quarterly,lt_amort_deferred_exp,tushare_cashflow,cashflow,lt_amort_deferred_exp,float,无,1,长期待摊费用摊销,现金流量表季度
cashflow_quarterly,decr_deferred_exp,tushare_cashflow,cashflow,decr_deferred_exp,float,无,1,待摊费用减少,现金流量表季度
cashflow_quarterly,incr_acc_exp,tushare_cashflow,cashflow,incr_acc_exp,float,无,1,预提费用增加,现金流量表季度
cashflow_quarterly,loss_disp_fiolta,tushare_cashflow,cashflow,loss_disp_fiolta,float,无,1,处置固定、无形资产和其他长期资产的损失,现金流量表季度
cashflow_quarterly,loss_scr_fa,tushare_cashflow,cashflow,loss_scr_fa,float,无,1,固定资产报废损失,现金流量表季度
cashflow_quarterly,loss_fv_chg,tushare_cashflow,cashflow,loss_fv_chg,float,无,1,公允价值变动损失,现金流量表季度
cashflow_quarterly,invest_loss,tushare_cashflow,cashflow,invest_loss,float,无,1,投资损失,现金流量表季度
cashflow_quarterly,decr_def_inc_tax_assets,tushare_cashflow,cashflow,decr_def_inc_tax_assets,float,无,1,递延所得税资产减少,现金流量表季度
cashflow_quarterly,incr_def_inc_tax_liab,tushare_cashflow,cashflow,incr_def_inc_tax_liab,float,无,1,递延所得税负债增加,现金流量表季度
cashflow_quarterly,decr_inventories,tushare_cashflow,cashflow,decr_inventories,float,无,1,存货的减少,现金流量表季度
cashflow_quarterly,decr_oper_payable,tushare_cashflow,cashflow,decr_oper_payable,float,无,1,经营性应收项目的减少,现金流量表季度
cashflow_quarterly,incr_oper_payable,tushare_cashflow,cashflow,incr_oper_payable,float,无,1,经营性应付项目的增加,现金流量表季度
cashflow_quarterly,others,tushare_cashflow,cashflow,others,float,无,1,其他,现金流量表季度
cashflow_quarterly,im_net_cashflow_oper_act,tushare_cashflow,cashflow,im_net_cashflow_oper_act,float,无,1,经营活动产生的现金流量净额(间接法),现金流量表季度
cashflow_quarterly,conv_debt_into_cap,tushare_cashflow,cashflow,conv_debt_into_cap,float,无,1,债务转为资本,现金流量表季度
cashflow_quarterly,conv_copbonds_due_within_1y,tushare_cashflow,cashflow,conv_copbonds_due_within_1y,float,无,1,一年内到期的可转换公司债券,现金流量表季度
cashflow_quarterly,fa_fnc_leases,tushare_cashflow,cashflow,fa_fnc_leases,float,无,1,融资租入固定资产,现金流量表季度
